0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	3
0	16
0	34
22	48
25	64
34	82
80	95
71	128
97	128
114	144
132	159
142	181
155	192
175	225
202	224
205	240
212	257
226	286
260	287
266	325
296	336
304	315
329	349
338	352
332	374
367	370
368	411
400	399
406	445
464	457
451	471
475	485
494	501
492	500
496	539
511	555
528	567
533	590
573	604
575	627
598	635
634	630
646	669
645	653
661	699
693	715
704	725
724	741
742	757
751	784
756	786
774	816
807	825
800	842
829	853
847	873
854	886
879	919
880	919
915	938
917	949
945	976
945	985
959	1001
987	1011
1013	1056
1011	1051
1043	1065
1066	1079
1062	1097
1088	1111
1104	1136
1121	1142
1139	1167
1159	1173
1182	1197
1183	1209
1162	1226
1207	1242
1278	1255
1247	1278
1270	1295
1282	1302
1284	1323
1313	1341
1342	1357
1335	1371
1345	1386
1373	1404
1399	1417
1404	1430
1419	1451
1443	1462
1449	1481
1472	1489
1493	1515
1499	1526
1521	1547
1543	1569
1553	1594
1572	1590
1587	1612
1610	1627
1616	1646
1649	1655
1654	1677
1676	1693
1677	1708
1714	1726
1710	1735
1721	1756
1751	1769
1763	1783
1780	1798
1799	1813
1822	1829
1821	1849
1847	1862
1867	1879
1895	1891
1893	1907
1917	1921
1913	1936
1934	1955
1962	1968
1963	1979
1985	1993
2018	2006
2022	2021
2027	2032
2059	2055
2080	2067
2085	2080
2102	2095
2131	2096
2137	2109
2150	2117
2166	2131
2191	2129
2197	2143
2207	2159
2235	2146
2258	2162
2265	2165
2268	2173
2289	2193
2320	2187
2339	2181
2355	2189
2384	2191
2368	2202
2401	2200
2397	2209
2434	2203
2429	2217
2457	2220
2457	2220
2489	2224
2499	2227
2519	2229
2531	2273
2557	2235
2575	2234
2593	2237
2608	2245
2612	2241
2627	2249
2645	2251
2662	2311
2675	2254
2707	2254
2707	2256
2741	2225
2761	2256
2769	2245
2785	2268
2812	2278
2765	2268
2829	2243
2864	2270
2859	2273
2878	2274
2905	2275
2928	2277
2928	2277
2939	2279
2965	2284
2973	2279
2992	2286
3015	2287
3035	2287
3056	2288
2997	2241
3095	2291
3108	2290
3136	2293
3150	2237
3161	2294
3200	2304
3194	2299
3219	2307
3248	2294
3271	2315
3312	2304
3353	2293
3340	2307
3337	2310
3376	2311
3363	2319
3423	2315
3303	2311
3498	2311
3532	2352
3495	2315
3536	2304
3600	2319
3567	2320
3591	2314
3651	2327
3494	2320
3671	2295
3675	2325
3634	2264
3751	2321
3761	2329
3847	2322
3807	2333
3872	2330
3856	2313
3984	2320
3937	2339
3989	2331
4019	2357
4039	2337
4095	2384
4071	2336
4095	2245
4095	2338
4095	2427
4095	2337
4070	2332
4095	2339
4095	2342
