0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	37
16	20
5	37
16	48
38	57
43	82
124	96
85	112
107	108
111	142
134	161
175	175
144	176
208	207
182	224
186	235
235	265
231	287
263	272
240	303
288	304
306	329
333	327
347	361
330	378
385	394
386	403
395	428
395	410
453	459
383	474
441	487
471	485
492	526
496	539
592	560
536	562
570	597
611	635
629	618
574	656
620	653
624	671
646	687
635	695
682	712
698	729
682	746
739	758
747	781
752	807
755	807
786	826
831	844
847	855
815	887
874	908
877	907
912	891
901	930
913	952
934	966
947	978
993	976
971	1009
1045	1037
955	1043
1045	1071
1010	1078
1077	1103
1115	1116
1082	1131
1113	1164
1125	1159
1143	1175
1168	1194
1205	1209
1211	1221
1228	1239
1246	1260
1199	1270
1267	1325
1286	1307
1290	1324
1243	1362
1328	1351
1359	1369
1367	1385
1379	1395
1387	1422
1404	1428
1407	1447
1423	1466
1452	1507
1457	1495
1496	1507
1510	1526
1517	1549
1543	1566
1552	1583
1552	1599
1584	1596
1610	1626
1621	1648
1629	1655
1663	1671
1662	1687
1679	1711
1694	1719
1714	1699
1726	1754
1744	1811
1781	1786
1805	1783
1807	1824
1819	1790
1835	1854
1856	1872
1878	1882
1882	1857
1897	1905
1904	1956
1925	1936
1967	1954
1977	1965
1971	2029
2006	1993
2024	2003
2037	2021
2058	2039
2064	2045
2080	2071
2090	2079
2101	2082
2119	2092
2148	2096
2167	2113
2182	2102
2195	2117
2178	2131
2219	2144
2226	2160
2253	2143
2271	2170
2279	2164
2293	2128
2315	2172
2330	2096
2351	2176
2369	2218
2383	2190
2395	2186
2415	2183
2425	2196
2423	2194
2465	2195
2476	2195
2491	2194
2505	2205
2498	2205
2533	2216
2550	2208
2576	2215
2592	2211
2601	2211
2607	2220
2633	2221
2631	2219
2672	2222
2686	2251
2701	2233
2725	2227
2731	2237
2763	2229
2771	2234
2791	2233
2803	2231
2805	2235
2833	2237
2887	2240
2874	2246
2876	2241
2911	2237
2899	2241
2946	2246
2958	2235
2962	2255
2981	2251
2994	2243
3015	2246
3039	2254
3053	2254
3061	2259
3088	2256
3110	2251
3125	2256
3141	2259
3166	2260
3179	2262
3206	2315
3222	2267
3239	2263
3264	2263
3283	2268
3296	2187
3319	2265
3339	2263
3365	2273
3371	2267
3409	2282
3410	2274
3453	2273
3472	2277
3487	2279
3522	2279
3534	2273
3549	2285
3574	2281
3648	2278
3633	2282
3678	2279
3682	2286
3719	2285
3714	2288
3795	2283
3807	2279
3799	2286
3853	2287
3903	2282
3964	2281
3943	2301
3980	2293
4014	2287
4041	2291
4095	2288
4095	2293
4095	2290
4095	2294
4095	2295
4095	2289
4095	2293
4095	2302
4095	2301
