0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16
45	34
17	49
26	59
47	81
55	91
47	111
78	154
95	145
128	158
141	170
86	207
163	209
193	224
166	237
235	257
246	269
271	287
219	305
303	261
304	328
320	352
324	364
353	385
368	386
354	430
402	425
431	448
419	455
443	484
437	495
475	505
501	519
529	560
522	555
547	572
561	587
526	619
624	615
546	671
617	651
647	661
674	678
602	674
681	712
725	707
752	705
747	763
753	765
810	791
737	804
859	823
739	831
883	861
849	862
848	899
806	907
862	944
935	931
915	953
883	962
957	978
970	996
993	1010
1018	1021
1012	1055
1114	1063
1061	1088
1075	1098
1030	1118
1106	1133
1118	1139
1158	1162
1156	1175
1168	1180
1184	1209
1184	1267
1220	1242
1267	1262
1245	1275
1274	1296
1277	1298
1309	1321
1309	1337
1337	1405
1345	1369
1360	1387
1392	1406
1390	1425
1403	1427
1440	1451
1455	1471
1461	1472
1466	1489
1491	1459
1503	1527
1520	1550
1551	1561
1561	1565
1577	1596
1579	1618
1609	1621
1617	1611
1641	1654
1648	1658
1678	1687
1697	1701
1707	1712
1719	1724
1744	1759
1748	1765
1763	1787
1791	1738
1794	1822
1827	1851
1819	1855
1825	1869
1872	1873
1877	1894
1907	1903
1907	1927
1920	1950
1968	1958
1946	1971
1962	1986
1999	2010
2005	2045
1971	2033
2031	2071
2067	2070
2073	2091
2105	2096
2099	2114
2129	2125
2143	2145
2139	2165
2177	2185
2193	2197
2181	2207
2229	2229
2233	2242
2255	2269
2253	2272
2276	2294
2299	2305
2324	2317
2317	2333
2351	2343
2351	2362
2373	2375
2399	2413
2403	2406
2439	2433
2434	2448
2477	2483
2479	2481
2484	2491
2511	2503
2510	2521
2548	2541
2570	2559
2582	2576
2571	2589
2602	2608
2608	2633
2639	2633
2657	2651
2671	2672
2667	2687
2706	2704
2702	2707
2729	2730
2763	2757
2749	2768
2779	2780
2795	2799
2806	2813
2832	2831
2858	2832
2862	2862
2874	2877
2896	2899
2907	2899
2925	2922
2945	2929
2971	2943
2978	2960
2994	2966
3005	2979
3024	2983
3034	2992
3055	2995
3086	3009
3103	3020
3122	3025
3151	3026
3171	3037
3178	3044
3029	3047
3226	3054
3243	3061
3269	3071
3283	3062
3289	3079
3339	3088
3351	3087
3367	3101
3396	3088
3398	3099
3325	3110
3459	3101
3493	3111
3490	3110
3511	3110
3527	3120
3567	3122
3618	3127
3619	3124
3655	3125
3662	3130
3685	3136
3735	3119
3763	3141
3810	3130
3817	3146
3939	3146
3889	3150
3867	3154
3962	3159
3956	3189
3931	3157
4059	3159
4032	3152
4095	3165
4095	3188
4095	3088
4095	3176
4095	3175
4095	3181
4095	3179
4095	3182
4095	3184
