0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	22
3	42
14	58
16	64
64	80
61	92
80	107
94	130
94	146
128	156
153	178
153	192
166	208
176	223
221	229
208	210
238	269
250	282
266	304
273	316
315	335
315	400
334	362
352	371
369	403
365	413
375	427
417	435
416	453
432	462
464	487
471	503
490	501
510	532
535	550
548	588
554	575
565	603
586	615
598	637
613	647
623	663
636	678
658	704
680	705
711	734
709	737
739	759
738	772
766	798
781	801
799	817
819	839
826	851
846	878
869	903
816	903
887	917
905	932
914	943
945	969
947	977
966	997
975	1014
994	1030
1009	1045
1043	1059
1058	1074
1069	1087
1109	1115
1108	1119
1109	1140
1134	1157
1140	1175
1161	1179
1177	1202
1206	1211
1210	1239
1245	1254
1238	1263
1255	1285
1284	1292
1296	1309
1311	1327
1331	1344
1359	1360
1362	1368
1385	1387
1405	1399
1394	1414
1420	1419
1450	1451
1460	1455
1457	1472
1502	1489
1511	1520
1521	1522
1547	1527
1562	1546
1566	1573
1603	1575
1601	1589
1616	1602
1648	1626
1650	1630
1664	1647
1680	1671
1712	1678
1723	1681
1731	1699
1750	1712
1747	1729
1781	1744
1807	1753
1824	1751
1825	1795
1841	1786
1856	1807
1885	1851
1886	1815
1918	1836
1914	1843
1958	1853
1955	1869
1968	1867
1991	1891
2001	1895
2035	1911
2028	1819
2063	1936
2067	1947
2089	1958
2100	1970
2110	1973
2151	1988
2144	1997
2171	2002
2189	2017
2208	1971
2224	2029
2228	2070
2243	2055
2283	2122
2276	2078
2299	2085
2317	2082
2332	2096
2337	2107
2352	2122
2375	2128
2394	2131
2418	2155
2414	2192
2438	2160
2451	2097
2477	2180
2475	2177
2494	2192
2523	2211
2539	2213
2537	2124
2578	2224
2598	2320
2607	2230
2614	2288
2640	2250
2644	2254
2672	2267
2682	2336
2685	2279
2728	2284
2731	2290
2734	2299
2762	2254
2779	2315
2800	2311
2821	2320
2821	2331
2860	2346
2862	2340
2873	2343
2890	2354
2918	2357
2925	2363
2950	2375
2960	2374
3003	2379
3008	2391
3018	2390
3026	2397
3050	2403
3071	2446
3094	2411
3105	2448
3131	2425
3141	2425
3162	2435
3189	2452
3189	2448
3226	2449
3233	2450
3257	2459
3286	2460
3290	2469
3329	2470
3344	2471
3365	2490
3386	2482
3410	2479
3426	2505
3444	2496
3472	2507
3476	2512
3541	2512
3553	2512
3575	2517
3548	2525
3633	2577
3633	2525
3653	2544
3720	2546
3683	2521
3766	2551
3775	2559
3785	2574
3829	2567
3902	2576
3871	2576
3941	2587
3956	2576
3982	2595
4023	2586
4086	2586
4083	2608
4080	2608
4095	2622
4095	2618
4095	2614
4095	2616
4095	2629
4095	2631
4095	2635
