0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	29
19	65
47	60
41	77
65	89
75	114
98	125
103	140
118	193
143	171
170	195
190	207
191	218
211	237
212	261
229	263
257	286
275	299
276	314
305	322
313	343
318	368
362	377
368	395
375	407
393	427
404	423
426	457
437	469
461	480
477	499
466	527
499	539
523	548
533	560
560	572
566	578
598	592
595	598
624	606
620	614
656	624
656	635
688	635
708	640
698	639
719	646
720	624
759	655
773	661
788	667
807	657
813	661
851	671
857	671
882	663
889	670
902	733
918	676
931	679
955	682
933	610
985	681
1003	681
1015	672
1042	727
1088	687
1078	707
1091	693
1114	689
1133	686
1155	659
1157	701
1119	704
1169	694
1200	625
1201	703
1223	689
1248	688
1262	631
1349	701
1363	699
1306	694
1335	640
1343	702
1307	721
1392	705
1397	707
1413	708
1425	763
1459	715
1455	707
1486	699
1391	710
1494	713
1503	727
1532	717
1558	720
1562	719
1572	781
1614	719
1604	720
1585	716
1655	719
1666	713
1716	723
1702	719
1701	725
1727	719
1743	720
1751	725
1776	720
1810	728
1829	732
1895	723
1819	721
1849	699
1873	729
1893	769
1904	737
1927	720
1936	727
1936	663
1954	724
1980	729
2002	730
2027	727
2016	737
2053	743
2075	726
2096	701
2115	731
2119	723
2128	737
2142	663
2143	738
2165	730
2176	736
2199	781
2225	729
2231	730
2265	744
2272	751
2291	732
2306	784
2333	746
2359	752
2368	738
2369	631
2374	734
2405	734
2426	736
2426	663
2445	739
2467	771
2476	731
2512	732
2534	736
2528	737
2547	757
2557	746
2583	746
2591	739
2630	743
2638	738
2630	749
2665	742
2679	759
2689	739
2714	746
2728	763
2735	733
2758	742
2783	751
2800	753
2821	739
2823	747
2852	733
2849	730
2885	752
2895	752
2905	746
2930	750
2949	749
3009	748
2983	746
2996	749
2997	753
3030	753
3047	738
3070	739
3097	752
3107	749
3136	749
3143	752
3158	755
3171	752
3205	756
3223	752
3239	757
3253	749
3277	753
3280	752
3307	753
3333	751
3369	754
3376	746
3394	752
3433	754
3434	763
3453	758
3479	752
3531	755
3531	752
3538	749
3594	769
3615	765
3645	754
3682	752
3707	752
3705	754
3736	753
3723	754
3816	725
3829	750
3824	753
3895	752
3919	757
3936	761
4065	752
4001	763
4049	864
4039	775
4095	752
4095	766
4051	762
4095	765
4095	769
4095	762
4095	766
4095	752
